route_key,objective_key,step_key,sort_order,title,summary,instruction,objective_type,route_stage,importance,is_required,is_op_critical,skip_for_fast_route,vocation_keys,spoiler_level,why_text,next_hint,source_key,notes
fighter_op_fast_manual,obj_accept_monster_culling,accept_monster_culling,150,Start Monster Culling,Vraag Brant naar monster culling zodat Trevo Mine meteen meetelt voor de main quest.,Vraag Brant naar monster culling zodat Trevo Mine meteen meetelt voor de main quest.,accept,vocation_unlock,required,1,1,0,fighter,1,Synergie met Vocation Frustration en Warrior/Sorcerer unlock.,Spreek met Roderick,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_speak_roderick,speak_roderick,160,Spreek met Roderick,Spreek met Roderick over de gestolen wapens voor Vocation Frustration.,Spreek met Roderick over de gestolen wapens voor Vocation Frustration.,talk,vocation_unlock,required,1,0,0,fighter,1,Startinformatie voor Vocation Frustration.,Start Vocation Frustration,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_accept_vocation_frustration,accept_vocation_frustration,170,Start Vocation Frustration,Zet Vocation Frustration actief bij Klaus zodat Warrior en Sorcerer unlock logisch in de route past.,Zet Vocation Frustration actief bij Klaus zodat Warrior en Sorcerer unlock logisch in de route past.,accept,vocation_unlock,required,1,1,0,fighter,1,Unlock-route voor Warrior en Sorcerer.,Bereid Trevo Mine voor,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_prepare_for_trevo_mine,prepare_for_trevo_mine,180,Bereid Trevo Mine voor,"Rust uit, vul curatives aan en neem een volle party mee voordat je naar Trevo Mine loopt.","Rust uit, vul curatives aan en neem een volle party mee voordat je naar Trevo Mine loopt.",checklist,vocation_unlock,required,1,0,0,fighter,1,Trevo Mine is gevaarlijker dan de startgebieden.,Reis naar Trevo Mine,own_playthrough,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_travel_to_trevo_mine,travel_to_trevo_mine,190,Reis naar Trevo Mine,Ga vanuit Vernworth richting Trevo Mine voor de gestolen wapens en Monster Culling-subobjective.,Ga vanuit Vernworth richting Trevo Mine voor de gestolen wapens en Monster Culling-subobjective.,visit,vocation_unlock,required,1,1,0,fighter,1,Trevo Mine is de kern van deze power spike.,Betreed Trevo Mine,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_enter_trevo_mine,enter_trevo_mine,200,Betreed Trevo Mine,Ga de mijn binnen en speel voorzichtig door de smalle paden.,Ga de mijn binnen en speel voorzichtig door de smalle paden.,enter,vocation_unlock,required,1,1,0,fighter,1,Smalle mijnroute met goblins.,Maak Trevo Mine veilig,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_clear_trevo_mine,clear_trevo_mine,210,Maak Trevo Mine veilig,Schakel goblins/vijanden uit zodat je de twee unlockwapens veilig kunt pakken.,Schakel goblins/vijanden uit zodat je de twee unlockwapens veilig kunt pakken.,clear,vocation_unlock,required,1,1,0,fighter,1,Nodig voor veilige lootroute en Monster Culling.,Pak de Two-Hander,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_collect_greatsword,collect_greatsword,220,Pak de Two-Hander,Vind en pak de Two-Hander greatsword in Trevo Mine voor Warrior.,Vind en pak de Two-Hander greatsword in Trevo Mine voor Warrior.,pickup,vocation_unlock,required,1,1,0,fighter,1,Belangrijke vocation unlock loot.,Pak de Grievous Horns,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_collect_archistaff,collect_archistaff,230,Pak de Grievous Horns,Vind en pak de Grievous Horns archistaff in Trevo Mine voor Sorcerer.,Vind en pak de Grievous Horns archistaff in Trevo Mine voor Sorcerer.,pickup,vocation_unlock,required,1,1,0,fighter,1,Belangrijke vocation unlock loot.,Vink Trevo af voor Monster Culling,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_confirm_trevo_monster_culling,confirm_trevo_monster_culling,240,Vink Trevo af voor Monster Culling,Controleer dat Trevo Mine voor Monster Culling is afgevinkt voordat je de mijn verlaat.,Controleer dat Trevo Mine voor Monster Culling is afgevinkt voordat je de mijn verlaat.,checkpoint,vocation_unlock,required,1,1,0,fighter,1,Dubbele winst: main quest + vocation unlocks.,Verlaat Trevo Mine,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_exit_trevo_mine,exit_trevo_mine,250,Verlaat Trevo Mine,Verlaat de mijn nadat beide wapens veilig zijn verzameld en Trevo is afgevinkt.,Verlaat de mijn nadat beide wapens veilig zijn verzameld en Trevo is afgevinkt.,exit,vocation_unlock,required,1,0,0,fighter,1,Controlepunt na dungeonloot.,Ga door naar Harve Village,own_playthrough,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_travel_trevo_to_harve,travel_trevo_to_harve,260,Ga door naar Harve Village,Ga vanaf Trevo/West-Vermund door naar Harve Village voor de volgende Monster Culling-leg.,Ga vanaf Trevo/West-Vermund door naar Harve Village voor de volgende Monster Culling-leg.,visit,vocation_unlock,required,1,0,0,fighter,1,Laag-backtracking volgorde na Trevo.,Red soldaten in Stormwind Cave,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_clear_stormwind_cave_harve,clear_stormwind_cave_harve,270,Red soldaten in Stormwind Cave,Ga Stormwind Cave in bij Harve en red de soldaten voor Monster Culling.,Ga Stormwind Cave in bij Harve en red de soldaten voor Monster Culling.,clear,vocation_unlock,required,1,0,0,fighter,1,Nodig om Monster Culling volledig te maken.,Red soldaten in Oost-Vermund,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_clear_eastern_vermund_soldiers,clear_eastern_vermund_soldiers,280,Red soldaten in Oost-Vermund,Rond de oostelijke Monster Culling-locatie af en voorkom optionele omwegen.,Rond de oostelijke Monster Culling-locatie af en voorkom optionele omwegen.,clear,vocation_unlock,required,1,0,0,fighter,1,Laatste gevechtsleg van Monster Culling.,Rapporteer Monster Culling,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_return_report_monster_culling,return_report_monster_culling,290,Rapporteer Monster Culling,Keer terug naar Brant in de Stardrop Inn bij nacht en lever Monster Culling in.,Keer terug naar Brant in de Stardrop Inn bij nacht en lever Monster Culling in.,turnin,vocation_unlock,required,1,0,0,fighter,1,Sluit Brant-subquest en opent meer Act 1-progressie.,Unlock Warrior en Sorcerer,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_unlock_warrior_sorcerer,unlock_warrior_sorcerer,300,Unlock Warrior en Sorcerer,Lever Two-Hander en Grievous Horns in bij Klaus en ontgrendel Warrior/Sorcerer.,Lever Two-Hander en Grievous Horns in bij Klaus en ontgrendel Warrior/Sorcerer.,vocation,vocation_unlock,required,1,1,0,fighter,1,Grote vroege OP-mijlpaal.,Eerste OP-mijlpaal bereikt,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_first_op_milestone,first_op_milestone,310,Eerste OP-mijlpaal bereikt,Markeer dat Vernworth hub + Monster Culling + Warrior/Sorcerer unlock klaar zijn.,Markeer dat Vernworth hub + Monster Culling + Warrior/Sorcerer unlock klaar zijn.,complete,vocation_unlock,required,1,1,0,fighter,1,Einde van eerste OP-routefase.,Check Readvent of Calamity,own_playthrough,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_check_readvent_of_calamity_window,check_readvent_of_calamity_window,320,Check Readvent of Calamity,Controleer na Seat/Brant-progressie of Melve opnieuw aangevallen wordt voordat je richting coronation gaat.,Controleer na Seat/Brant-progressie of Melve opnieuw aangevallen wordt voordat je richting coronation gaat.,missable,pre_coronation,optional_op,0,1,0,fighter,2,Missable voor Feast of Deception; belangrijk voor Mystic Spearhand-window.,Doe Readvent als hij actief is,fextralife,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_resolve_readvent_of_calamity,resolve_readvent_of_calamity,330,Doe Readvent als hij actief is,"Als Readvent of Calamity actief is: verdedig Melve, spreek Sigurd en rond de Ulrika/Lennart-lijn zo ver mogelijk af.","Als Readvent of Calamity actief is: verdedig Melve, spreek Sigurd en rond de Ulrika/Lennart-lijn zo ver mogelijk af.",optional_op,pre_coronation,optional_op,0,1,0,fighter,2,Wel doen voor all-vocations/Mystic Spearhand-kans; skipbaar voor pure Fighter snelheid.,Start The Caged Magistrate,fextralife,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_accept_caged_magistrate,accept_caged_magistrate,340,Start The Caged Magistrate,Vraag Brant naar de magistrate en ontvang de Gaol Key-context.,Vraag Brant naar de magistrate en ontvang de Gaol Key-context.,accept,act1_mainline,required,1,0,0,fighter,1,Belangrijke Act 1 mainline met Ferrystone reward.,Voltooi The Heel of History,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_complete_heel_of_history,complete_heel_of_history,350,Voltooi The Heel of History,"Ga naar The Gracious Hand, help Kendrick, vind Malcolm en open de vault/archive-route.","Ga naar The Gracious Hand, help Kendrick, vind Malcolm en open de vault/archive-route.",complete,act1_mainline,required,1,0,0,fighter,1,Nodig om Waldhar veilig te laten ontsnappen.,Bevrijd Waldhar,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_free_waldhar,free_waldhar,360,Bevrijd Waldhar,"Ga naar Vernworth Castle Gaol Tower, spreek Waldhar en leid hem naar de archive/vaults.","Ga naar Vernworth Castle Gaol Tower, spreek Waldhar en leid hem naar de archive/vaults.",escort,act1_mainline,required,1,0,0,fighter,1,Kern van The Caged Magistrate.,Rapporteer The Caged Magistrate,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_report_caged_magistrate,report_caged_magistrate,370,Rapporteer The Caged Magistrate,Rapporteer bij Brant in de Stardrop Inn en pak de questbeloning.,Rapporteer bij Brant in de Stardrop Inn en pak de questbeloning.,turnin,act1_mainline,required,1,0,0,fighter,1,Voltooit een grote Brant-taak.,Start The Nameless Village,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_accept_nameless_village,accept_nameless_village,380,Start The Nameless Village,Vraag Brant naar de False Sovran en zet Nameless Village actief.,Vraag Brant naar de False Sovran en zet Nameless Village actief.,accept,act1_mainline,required,1,0,0,fighter,1,Nodig voor Act 1-progressie en waardevolle Thief-routecontent.,Reis naar Nameless Village,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_travel_to_nameless_village,travel_to_nameless_village,390,Reis naar Nameless Village,Ga oostwaarts vanuit Vernworth; vermijd onnodige bosgevechten als je undergeared bent.,Ga oostwaarts vanuit Vernworth; vermijd onnodige bosgevechten als je undergeared bent.,visit,act1_mainline,required,1,0,0,fighter,1,Lange Act 1-route naar de False Sovran-spoorlijn.,Vind de geheime dieptes,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_clear_nameless_village_depths,clear_nameless_village_depths,400,Vind de geheime dieptes,"Ga naar Old Manor, vind de ladder achter/naast het manor en doorloop de platformingroute naar Srail.","Ga naar Old Manor, vind de ladder achter/naast het manor en doorloop de platformingroute naar Srail.",clear,act1_mainline,required,1,0,0,fighter,1,Levert bewijs en sterke Thief-routecontent op.,Pak Thief maister-scrolls,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_claim_thief_maister_scrolls,claim_thief_maister_scrolls,410,Pak Thief maister-scrolls,Spreek Srail en Flaude om Thief-maisterinformatie/scrolls mee te pakken voor latere vocationroutes.,Spreek Srail en Flaude om Thief-maisterinformatie/scrolls mee te pakken voor latere vocationroutes.,optional_op,act1_mainline,optional_op,0,0,1,fighter,1,"Niet nodig voor Fighter, wel slim voor all-vocations/completionist.",Rapporteer Nameless Village,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_report_nameless_village,report_nameless_village,420,Rapporteer Nameless Village,Keer terug naar Brant en lever The Nameless Village in.,Keer terug naar Brant en lever The Nameless Village in.,turnin,act1_mainline,required,1,0,0,fighter,1,Sluit de False Sovran-spoorlijn.,Start The Stolen Throne,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_accept_stolen_throne,accept_stolen_throne,430,Start The Stolen Throne,Vraag Brant naar de masquerade en bereid courtly attire voor.,Vraag Brant naar de masquerade en bereid courtly attire voor.,accept,act1_mainline,required,1,0,0,fighter,1,Nodig voor Brant-mainline.,Zorg voor Courtly Attire,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_collect_courtly_attire,collect_courtly_attire,440,Zorg voor Courtly Attire,Zorg dat Courtly Tunic en Courtly Breeches in inventory/storage zitten voordat je masquerade/coronation doet.,Zorg dat Courtly Tunic en Courtly Breeches in inventory/storage zitten voordat je masquerade/coronation doet.,loot,act1_mainline,required,1,0,0,fighter,1,Blokkeert masquerade/Feast als je het vergeet.,Doe de masquerade,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_attend_masquerade,attend_masquerade,450,Doe de masquerade,Ga op het juiste moment met courtly attire naar de masquerade en volg de geheime route/storytrigger.,Ga op het juiste moment met courtly attire naar de masquerade en volg de geheime route/storytrigger.,complete,act1_mainline,required,1,0,0,fighter,1,Act 1 onderzoek naar de valse Sovran.,Rapporteer The Stolen Throne,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_report_stolen_throne,report_stolen_throne,460,Rapporteer The Stolen Throne,Rapporteer terug bij Brant in de Stardrop Inn.,Rapporteer terug bij Brant in de Stardrop Inn.,turnin,act1_mainline,required,1,0,0,fighter,1,Nodig voor Act 1 mainline-progressie.,Start An Unsettling Encounter,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_accept_unsettling_encounter,accept_unsettling_encounter,470,Start An Unsettling Encounter,Vraag Brant naar Allard/rumors en zet An Unsettling Encounter actief.,Vraag Brant naar Allard/rumors en zet An Unsettling Encounter actief.,accept,act1_mainline,required,1,0,0,fighter,2,Laatste grote Brant-objective voor Feast.,Doorzoek Allards chambers,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_search_allards_chambers,search_allards_chambers,480,Doorzoek Allards chambers,"Ga naar het kasteel, vind Allard's chambers en pak de benodigde aanwijzing zonder te blijven hangen.","Ga naar het kasteel, vind Allard's chambers en pak de benodigde aanwijzing zonder te blijven hangen.",search,act1_mainline,required,1,0,0,fighter,2,Verplicht voor de Feast of Deception-gate.,Rapporteer An Unsettling Encounter,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_report_unsettling_encounter,report_unsettling_encounter,490,Rapporteer An Unsettling Encounter,Rapporteer bij Brant en open de Feast of Deception-optie.,Rapporteer bij Brant en open de Feast of Deception-optie.,turnin,act1_mainline,required,1,0,0,fighter,2,Laatste turn-in voor de Act 1 boundary.,Pre-Feast missable sweep,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_pre_feast_missable_sweep,pre_feast_missable_sweep,500,Pre-Feast missable sweep,"Controleer vóór Feast: Readvent, Arisen's Shadow, Ornate Box/courtly, open Brant-zaken en gewenste Vernworth-sidequests.","Controleer vóór Feast: Readvent, Arisen's Shadow, Ornate Box/courtly, open Brant-zaken en gewenste Vernworth-sidequests.",missable,pre_coronation,required,1,1,0,fighter,2,Feast kan quests laten falen of unavailable maken; bewust checkpunt.,Sidequests wel/niet nu,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_optional_vernworth_sidequests,optional_vernworth_sidequests,510,Sidequests wel/niet nu,Doe alleen korte/missable/hoge waarde sidequests; laat lage OP-waarde en lange losse errands liggen.,Doe alleen korte/missable/hoge waarde sidequests; laat lage OP-waarde en lange losse errands liggen.,sidequest,pre_coronation,optional,0,0,1,fighter,1,Geeft duidelijke skipregels voor OP Fast.,Bereid Feast of Deception voor,own_playthrough,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_prepare_feast_of_deception,prepare_feast_of_deception,520,Bereid Feast of Deception voor,"Equip Courtly Tunic + Courtly Breeches, bewaar Ferrystones en rust tot nacht bij Brant.","Equip Courtly Tunic + Courtly Breeches, bewaar Ferrystones en rust tot nacht bij Brant.",checklist,act1_boundary,required,1,0,0,fighter,2,Laatste voorbereiding voor Act 1-afsluiting.,Start Feast of Deception,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_start_feast_of_deception,start_feast_of_deception,530,Start Feast of Deception,Vertel Brant dat je klaar bent voor de coronation en accepteer dat Act 1 nu doorschuift.,Vertel Brant dat je klaar bent voor de coronation en accepteer dat Act 1 nu doorschuift.,accept,act1_boundary,required,1,1,0,fighter,2,Point-of-no-return-achtig routecheckpunt.,Voltooi coronation-scène,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_complete_feast_coronation_scene,complete_feast_coronation_scene,540,Voltooi coronation-scène,Doorloop de coronation-scène en rapporteer/wacht zoals de quest vraagt.,Doorloop de coronation-scène en rapporteer/wacht zoals de quest vraagt.,complete,act1_boundary,required,1,1,0,fighter,2,Opent de Battahl/Nation of the Lambent Flame-fase.,Act 1 klaar: Battahl-ready,game8,Sprint 4B volledige Fighter OP Fast Act 1 objective.
fighter_op_fast_manual,obj_act1_complete_battahl_ready,act1_complete_battahl_ready,550,Act 1 klaar: Battahl-ready,Markeer Act 1 volledig klaar en ga daarna pas naar Sprint 4C/4D: all vocations of Battahl power spike.,Markeer Act 1 volledig klaar en ga daarna pas naar Sprint 4C/4D: all vocations of Battahl power spike.,complete,act1_boundary,required,1,1,0,fighter,2,Einde Sprint 4B-routeinhoud.,Sprint 4C/4D: kies de volgende routefase.,own_playthrough,Sprint 4B volledige Fighter OP Fast Act 1 objective.
